id,comment,rating,placeId,touristId
238,Nothing is possible exhibition. I will like to extend my greatest appreciation to the artist and workers. What a huge project it is. Hope the message is clearly disseminate to those who attend the exhibition.,5,51,2
239,Very interesting installation at the National Design Centre! The creative works on display are truly impressive.,5,51,3
240,"Classic art deco building with a simple large space interior that has various rotating shows, so it's worth checking back to see what's on. Also wonderful Tanuki Raw Cafe, bookshop, and unique goods clothing and accessory store.",5,51,4
241,"Arrive early to explore the surrounding Victoria Theatre and Empress Lawn, or take a walk by the Singapore River. Nearby cafes and restaurants also make it easy to enjoy a full night out. Overall Rating: ★★★★★ (5/5) A truly enriching venue that combines cultural heritage with exceptional musical experiences. Whether you’re attending your first concert or you’re a seasoned music lover, Victoria Concert Hall offers a memorable night out in Singapore.",5,52,1
242,"Against all odds, I was impressed  Look, I’m not exactly the “classical music” type. I used to think it was all a bit stuffy—people in black, playing long sad notes, lots of bowing. I’ve always been more of a casual listener (if that), and I definitely didn’t grow up going to concert halls. But something shifted.  I watched my first full choral concert here a while back—a performance by the Voices of Singapore Ladies’ Choir. I didn’t expect much. I thought I’d be bored. Instead, I sat there, completely taken in. The harmonies, the precision, the way the sound filled the room—it got to me. I didn’t know music could feel that human and that powerful.  More recently, I actually performed here with the Singapore Symphony Chorus for Choral Encounters. Standing on that stage felt surreal. The acoustics are no joke—everything you sing comes back to you clean and balanced. It’s not flashy or high-tech, but it works. You don’t have to push; the hall does a lot of the work.  The venue itself is old-school, but in a good way. Built in 1905, restored nicely. Not huge, not small—just right. It’s right in the city centre, next to the river and some museums. Easy to get to. Comfortable seating, good visibility, nothing to complain about.  I came in a skeptic and left feeling… moved? Changed, even. Classical music isn’t just for other people. This place helped me realise that.  So yeah—five stars. Didn’t expect to say that, but here we are.",5,52,2
243,"We’ve been coming here several times over the years. Beautiful concert hall with colonial-era architecture. It’s an old historical building but very well-maintained. Comfortable seatings and good air-conditioning. Friendly and helpful staff. Dress standard is pretty relaxed. I’ve seen people in tuxedos as well as in t-shirts & shorts. Within walking distance from City Hall and Raffles Place MRT stations but not sheltered all the way so an umbrella is needed when raining. No F&B outlets on premises for commoners like us, only one super fancy restaurant. But Funan is about 10-minute walk away.",5,52,3
244,"🟨 Victoria CONCERT HALL ➡️ 11 Empress Place, #01-02, Singapore 179558  🟧 Victoria Concert Hall was originally built in 1905 as the Victoria Memorial Hall and it formed one half of the twin complex.  🟧 It was renamed ""Victoria Concert Hall"" in 1979 when it became the Singapore Symphony Orchestra’s ( SSO) home, replacing the original Town Hall auditorium.  🟧 It underwent a SGD158 million restoration from 2010 to 2014, carefully conserving the neo-classical façade, re-instating original courtyard passageways, and other heritage elements.  --------------------------------  🟣 Acoustics & Hall Layout ***************************** 🟣 The main concert hall seats a total of 673 patrons:  🟣 538 in the sloping stalls seats and 135 in a compact Upper Level Circle balcony.  🟣 The vast concert stage area serves as a platform for both orchestra, piano and organ performances.  🟣 Victoria Concert Hall also boasts Singapore’s only fully mechanical 2,012-pipe Klais organ ( ➡️ installed in 1987),  which adds majestic resonance to performances. ___________________________________  🟦 Interior & Ambience *************************** 🟦 The post-renovation atrium ➡️ a glass-roofed, light-filled space connecting both Victoria theatre and hall—creates a bright, welcoming mid‑performance interlude.  🟦 Interior pillars and ornate moldings were restored by craftsmen from South India, revealing the original grandeur.  🟦 Lighting and material choices blend classical and modern: ➡️ gold-toned stainless fixtures, and warm-cream-shade upholstery evoke a luxurious and refined feel. ____________________________________  🟢Visitor Experience *********************** 🟢  There are 3 main audience levels: ground-level sloping stalls, first-floor Circle, and the elegant foyer / atrium area enhancing both visual and social appeal.  🟢  The hall feels intimate and acoustically precise ➡️ a great match for chamber music, orchestral recitals, and organ performances.  🟢  To me, Victorial Concert Hall is a heritage space where heritage meets contemporary event comfort.  💛 This was where my late foster Baba Peranakan father would bring me to watch concert performances at times when I was a small child.  💜 So the memories I have of this place are deeply embedded in the labyrinths of my mind.",5,52,4
245,"Victoria Theatre and Concert Hall is a beautiful collage of heritage and modernity. From the outside it looks like a gorgeous neoclassical architecture but inside is pretty much a modern building.  Around the Hall are parks and museums and if you’re tourist like me, strolling around the grounds and taking photos is a must! In the background are some of Singapore’s iconic buildings.  If you’re walking during a sunny day though, be sure to put on sunscreen, and a hat for extra sun protection - especially during summer.",5,52,5
246,"I recently visited the NUS Museum and was absolutely fascinated by its collection focused on animals and natural history. One of the highlights was seeing the impressive dinosaur bones and massive whale skeleton, which offered a real sense of scale and history that photos simply can’t capture.  The museum features countless specimens that showcase the incredible diversity of the animal kingdom. From preserved insects and reptiles to birds and marine creatures, each display taught me something new about how different species evolved and adapted to their environments. It was amazing to learn how animals are all interconnected and how their evolutionary paths reflect broader changes in the world around them.  The exhibits do a fantastic job explaining complex topics like natural selection, extinction, and ecological balance in an engaging and easy-to-understand way. I left with a deeper appreciation of the delicate harmony in nature and how humans fit into the story of evolution.  I highly recommend booking tickets in advance to have enough time to explore every section without rushing. Overall, it was an eye-opening and enriching visit — perfect for anyone curious about how life on Earth has developed and continues to change over millions of years.",5,53,2
247,"It's free and it's just opposite of Natural history museum. We can be sure to find Ancient Chinese pots, earthenware, ceramics. There are few artifacts from India and one from combodia. There are some paintings and art installation. A few crazy things were there in sculptures and art. Otherwise simple, neat museum which you can cover in a couple of hours",4,53,3
248,"Nice place, very kind staff, free ticket. Thank you for the hospitality",5,53,4
249,"Entry to the museum is free but depending on the crowd outside you could be waiting up to 30 minutes to get in. Upon entering, the staff will give you a briefing on what you can and cannot do inside of the building. There are three levels. The first and third floors being dedicated to pottery of different time periods. The second floor is more for temporary exhibits and more exploratory things. The exhibits on this floor could use more explanation instead of a number next to such exhibits, as I had a hard time understanding why it was even displayed in the beginning. Overall a good place to visit if you happen to be within a stones throw from here.",4,53,5
250,"NUS Museum is a university museum focused on Asian art and culture, with a mix of historical and contemporary works. The space is nothing grand but large enough to house a good range of exhibits, and very comfortable — calm, quiet, and peaceful when I visited, perfect for a slow, reflective visit.  The permanent collection is well-curated, and they currently have two excellent exhibitions: Fistful of Colours: Moments of Chinese Cosmopolitanism and Unfettered Brush: The Art and Writings of Tan Joo Jong — both worth checking out.  Overall, a hidden gem if you enjoy art and want a quiet museum experience.",4,53,6
251,"Sun Yat Sen Nanyang Memorial Hall is a historical site dedicated to the life and legacy of Dr. Sun Yat-sen. The museum showcases his contributions to the revolution, with exhibits highlighting Singapore's role in modern Chinese history.",5,54,3
252,"💙 I have been here twice to this Sun Yat Sun Memorial Hall. ● Once, in the mid 1970s, when I was a small child, my biological mum took me here.  ➡️ Back then, the Memorial Hall was very dilapidated.  ✅️ Now, it is beautifully restored.  🩷 As I live nearby in Toa Payoh East, we would sometimes go to Balestier Road, and would pass by Ah Hood Road, and pass by this Sun Yat Sen house.  🥰 I am super faniliar with this area, because as a child born in mid-1960s, my foster Baba Peranakan family lived at Jalan Ampas ( ➡️ off Balestier Road) and I grew up here before we all moved to Toa Payoh East, just across the large canal.  🧡 The museum memorial hall is nicely done up. ● It has tons of memorial artefacts & many of the vintage pics reminds me of my 1960s childhood era.  I still pass by this 孙中山 hall from time to time.  🟪  This mansion memorial hall is truly worth a visit. ✨️🎉Please come and learn about the history here. It is a deeply educational and informative experience.",5,54,4
253,"Well maintained with many different activities and events happening through the year. The gallery and exhibits depicts the deep history of many significant personas along Dr Sun. Great place for chinese cultural roots immersion and festivals, esp. for kids who always get to participate various workshops and fun learning.",4,54,5
254,"Interesting and quite informative!  Free for Singaporeans and PR 8 $ for expats ( EP, DP) and 5$ for students studying in Singapore  Guided english tour available at 2pm  The staff are cordial and have a pleasant personality.  Well maintained premises including the garden.  Worth it! We spent a good 2.5 hours exploring the 2 floors on a Thursday afternoon.",5,54,6
255,"The Sun Yat Sen Memorial Hall poignantly celebrates the legacy of Sun Yat Sen, the Founding Father of the Republic of China. This museum not only honors his brief stay in Singapore and his efforts to rally support against the Qing Dynasty but also showcases the generous contributions of local Chinese merchants to his cause. A revealing glimpse into a time when the Chinese diaspora in British-ruled Singapore played a pivotal role in China's fight for independence.  Audio guide: check the schedule. They had a specific time slot only.",5,54,1
256,"I visited the Asian Civilisations Museum on a Sunday at 10:15 AM and was pleasantly surprised to find no queue. We waited around 40 minutes for the guided tour at 11:00 AM, which I highly recommend. The one-hour tour provides deeper insight into key artifacts and also highlights lesser-known pieces with fascinating stories that are easy to overlook.  The museum spans three levels, and you could easily spend an entire day exploring its exhibitions. If you don’t plan to dine at the museum restaurant, consider bringing some snacks or takeaways. The displays cover a wide range of Asian civilizations. They offer a rich perspective on Asian history through trade, art, and cultural exchanges.  Amenities include free lockers, charging ports with locks, and water dispensers. There is also a children’s section, but note that all visitors are required to wear socks, so plan accordingly if you're bringing kids.  One area that could be improved is the navigation within the museum. I found it a bit confusing to figure out where each exhibition starts and how to move through the different exhibitions.  Overall, I highly recommend a visit to the Asian Civilisations Museum for anyone interested in learning more about Asia’s rich and diverse heritage.",5,55,2
257,"Impromptu decision to go ACM!  The Asian Civilisations Museum in Singapore offers a rich and thoughtfully curated exploration of Asia’s diverse cultural heritage. From ancient artifacts to beautifully presented exhibitions on trade, faith, and craftsmanship, there’s a depth and clarity to the storytelling that makes each gallery engaging.  The space itself is well-maintained, peaceful, and perfect for a slow, reflective visit. I'm glad I spent my Saturday afternoon there, and did an hour of free tour with the volunteer guide.  Whether you’re a history enthusiast or a casual visitor (like me), it’s definitely worth spending a few hours here. Highly recommended for both locals and tourists alike.",5,55,3
258,"The museum is very beautiful and interesting. They have volunteers that do guided tours and they are for free (included in the ticket). The point is, if you want you can spend the day there and attend all guided tours available. We only had one, and it started from the top floor. She told us about ceramics, ways of crafting them and how they changed over time. The vessels and the meaning of the paintings done on them. Then we continued to fabrics and jewelry - the guide was very passionate and told us the stories in a very pleasant manner.",5,55,4
259,Smartly curated museum with a overall presentation of Southeast Asian art. The gallery on beliefs includes several exhibitions of religious artifacts. There are two restaurants for a quick bite. Perfect place to visit during the hottest hours.,5,55,5
260,"It is always great to seek to understand one's roots, beliefs and practices. To find your place in the world and how people in different countries are unique and yet the same in many ways. How each have interacted in the past and how choices or pacts made then affect the way we live our lives now.  The Asian Civilisations Museum provides a venue for understanding and realization. It is not just a textbook you read in elementary or high school but actual artifacts provide the backdrop for greater appreciation of history.",5,55,6
261,"Where the Nation’s Story Comes Alive  A truly enriching experience that offers a deep understanding of Singapore’s history and evolution. I had the privilege of joining a guided tour, and the guide was fantastic — simplifying complex stories and engaging the audience with real enthusiasm and clarity.  The main gallery took me about an hour to explore, and it was time well spent. The exhibits are well-curated, informative, and presented in a way that’s both accessible and immersive.  There are also other galleries and museums nearby, so it’s a great cultural hub to explore further.  Highly recommended for any visitor who wants to understand where Singapore’s journey began — it gives powerful context to the city you see today.",5,56,1
262,"You can't go wrong with National Museum of Singapore, highly curated to share the history of the island state with great information.  If you are a history buff or just a visitor.  I am sure you will learn a thing or two after your trip here.  Tips: always look out for their special exhibition that they usually put on once in a while during special occasion. This time it's LEGO.  Hope you enjoy your trip here.",5,56,2
263,"No regrets spending about three hours at the National Museum. We started with the LEGO exhibit and were truly impressed by the intricately crafted models built around the SG60 theme, which celebrates Singapore’s 60 years of nationhood. The exhibit beautifully captured iconic landmarks, historical moments, and everyday scenes that reflect how far the country has come since its early days. It was a refreshing way to revisit our history lessons from school and appreciate the transformation of Singapore into a thriving global city.  The entire experience was enriching and thoughtfully curated to connect visitors to the nation’s past and present. The museum also made the visit interactive and engaging by incorporating games — visitors could complete challenges and record their answers using a wrist tag, an innovative idea that kept everyone motivated to explore more. It’s an experience I highly recommend.  Redeeming tickets was generally user-friendly, but there was no clear instruction that you need to reach inside the collection box to retrieve your printed tickets. We waited for a while, thinking they would automatically appear in front of us, until a helpful volunteer came to our aid before we held up the queue.  Other than that small hiccup, everything was satisfying. This worthwhile exhibition proves that seeing truly is believing — a must-visit for anyone who wants to experience Singapore’s story in a unique and memorable way.",5,56,3
264,A beautiful heritage building set the tone of the visit. A wonderful mixture of history meets  modern day vision. Interactive and visual displays .  Ot knowing to much about the history of Singapore other than some war facts I found it very informative. Would highly recommend and then going to fort canning right next door,5,56,4
265,"Amazing museum, so we'll paced, lots of information, I learned so much about Singapore having known almost nothing beforehand. A little expensive as a foreign tourist (25$, approximately €16) but honestly worth it if you enjoy learning history and culture. The park outside is also stunning with even more historical marks that mean even more once you get some historical context from the museum. Very friendly and helpful staff as well.",5,56,5
266,"A historical, wonderful, quiet, final resting place cemetery and park. One not only can enjoy the beautiful and well maintained plants and gardens with the quiet environment, can also learn about the history behind the park and those who rest in peace.",5,57,5
267,"Visited the Japanese Cemetery Park and was struck by how peaceful and beautiful it was. The pink flowering archways and quiet paths make it feel like a hidden sanctuary. It’s a respectful, serene place to reflect and appreciate a piece of history. Definitely worth a visit for a calm walk and quiet moment.",4,57,6
268,"A hidden gem in Singapore, this park is incredibly serene and well-maintained. Rows of neatly arranged tombstones create a quiet, respectful atmosphere that’s perfect for a light hike.  Visited on a cloudy day, the place remained clean and peaceful, with hardly any visitors around.  Pop in your earbuds and take in the tranquility. It's a calming escape from the city’s usual pace.",5,57,1
269,"Calm and relaxing space. Although it is quite far away from the city center, I still am happy to have visited there. Unfortunately the praying room was closed though.",4,57,2
270,"Quiet & serene place. not alot of visitors when i came, Place is open from 7am & closes at 7pm. It is still a cemetary so please be mindful if you decide to come.",5,57,3
271,"Located near the Anderson Bridge and Victoria Concert Hall, this monument is easily find.   Erected in 1850, this Dalhousie Obelisk is a significant historical monument is Singapore's first public monument, commemorating Lord Dalhousie's visit and symbolizing free trade. Its intricate carvings and neoclassical design, rendered in granite, showcase the artistry of its era. Given its proximity to other major cultural sites like the Asian Civilisations Museum and the Victoria Concert Hall, it's an ideal and convenient stop for a full day of cultural exploration.",4,58,4
272,"Tucked away in a quieter corner of Singapore’s historical district, the Dalhousie Obelisk stands as a subtle yet evocative reminder of the city’s colonial past. While not as prominently showcased as some of Singapore’s larger landmarks, this modest monument offers a unique glimpse into history for those willing to seek it out.  Historical Significance and Atmosphere The Dalhousie Obelisk, with its clean, slender lines and understated elegance, carries the air of a bygone era. Erected as a marker of colonial heritage, it invites visitors to pause and reflect on the early days of Singapore’s transformation from a trading post to a modern metropolis. The monument’s inscriptions and design speak quietly of the figures and events that shaped its historical context, making it a fascinating subject for history enthusiasts.",5,58,5
273,You cannot miss it. Great place to chill out. Put it on your trip - you can take a rest in available chair in around. Take a pictures with a glass ball- such a great reflection photo.,5,58,6
274,"Saw this in March before the Singapore Shutdown. This monument was raised to mark the visit of James Andrew Broun-Ramsay. A colonial administrator in British India who rose to become Governor-General of India. This obelisk was raised by the Chinese and Malay citizens of Singapore to mark his visit in 1850, so it's called the Dalhousie Obelisk as he was also the 1st Marquess Dalhousie. Not a must see, but it’s a of a landmark in Boat Quay.",3,58,1
275,Nice obelisk with a sign telling of its origin,5,58,2
276,A statue of Sir Stamford Raffles. There is a plaque stating abt his arrival and much more. A nice place to visit overall if u r history fan who just wants a quick journey to see all the historical sights at the Singapore river.,5,59,1
277,I visited the Statue of Sir Stamford Raffles in Singapore. It’s an iconic landmark with a classic design that honors the city’s founder—great for a quick history stop and photos.,5,59,2
278,"That's the Raffles landing site he first landed and signed the treaty with Johor Sultan that founded Singapore for British. I feel the statue is too whitish! 😂😁 Should have multi colors with our modern times' trend. Singapore is conservative, and should have perhaps used the Raffles landing site as an arts street for artist competitions or for free flea market selling art work. It shouldn't be that empty all day everyday 😂😜 I'm offering FREE tour guiding to anyone touring Singapore as a practice for my upcoming final assessment as tour guide. Please call me NOW!!",3,59,3
279,A history place where modern era of Singapore began.,5,59,4
280,"The statue of Sir Stamford Raffles in Singapore is an iconic symbol of the city's history. As a prominent figure in the island's colonial past, the statue stands tall and majestic, commemorating his role in shaping Singapore's development. Located at Raffles Landing Site, the statue serves as a reminder of the nation's heritage and the enduring legacy of its founder.",5,59,5
281,"It's an extremely well-curated museum with interactive exhibits that toddlers would enjoy. It's a fun way to introduce Singapore's history in a hands-on and engaging manner. I had to explain to my son what a public payphone was for and what all the Milo tins hanging from stalls were about.  Would recommend to plan ahead and book a slot in advance. They reset and clean the areas between each slot, so parents can also feel safe. It's free for Singaporeans.  A word of caution though: the QR code ticket expires after 10 min from the allocated time slot and you will have to join the line for those without advance booking, so arrive early or on time.",5,60,6
282,"My kid had so much fun here, and I would definitely bring him back again. There’s a lot of stuff to keep young kids entertained for a while. Singaporeans get free entry!",5,60,1
283,"It seems we visit every 6 months. We first visited in Jan 2024, then Oct and then yesterday May 2025. The photos show our girls growing up with the museum 🤣  They particularly enjoy the food play area with the soft cushions and pretend food.  We'll definitely visit more often! Thanks for the fun",5,60,2
284,Bought tickets in advance and managed to add more tickets on the spot due to last minute family joining. Great place for children to learn about history. Friendly staff. There’s a separate play space for ages 4 and below. Parking spots nearby have no shelter.,5,60,3
285,"Area for the babies is great except for how noisy the entire place is because the rest of the space with the older kids is quite open and the sounds echo all over. Nursing room and baby changing area is also downstairs while the baby area is upstairs so that’s a huge hassle, but the facilities are nice in there.",3,60,4
286,"**A Powerful and Educational Historical Site**  The Former Ford Factory is a must-visit if you're interested in Singapore’s World War II history. The exhibitions are very well-curated, with detailed information, original artifacts, and multimedia displays that tell the story of the Japanese occupation in a clear and impactful way.  The actual boardroom where the British surrendered to the Japanese in 1942 is still preserved — standing in that room gives you goosebumps! It's a great place for students, history lovers, and anyone who wants to better understand Singapore’s past.  The staff were helpful and the entrance fee is free for locals and PRs. It’s a quiet and reflective place, surrounded by greenery, with clear signs. Highly recommended for a meaningful afternoon.",5,61,3
287,"A well designed, informative museum about the short history of the Japanese occupation of Singapore after the feeble British collapse. The exhibits are housed in the original art deco construct of the former frontage of the factory that was preserved. It is thoughtfully designed and of high quality. If you take your time, it could take about an hour+ to slowly digest all the information. Locals and tourists will find it a stimulating & a sobering reminder of the horrors of war, politics, power & the evil that men do. Lest we forget that there are no winners in war, only losers. A sweet and short lesson in history that's been well put together. Highly recommended. Tickets are free for residents & $7 for tourists. Parking is available onsite but limited to less than 30 lots. The bus stop is nearby, a short 5 min walk. About 10 min walk from the Rail Mall.",5,61,4
288,"The Former Ford Factory is a historically significant museum in Singapore, marking the site of the British surrender to the Japanese in 1942. Its ""Surviving the Japanese Occupation: War and its Legacies"" exhibition offers a powerful and comprehensive account of this period through diverse perspectives, including recreated scenes, personal stories, and archival materials.  It's a poignant and educational experience, highly recommended for understanding Singapore's wartime history. Admission is free for Singapore citizens and PRs; foreign visitors pay S$7.13.",4,61,5
289,"Good: Quite a bit of information about WW2, a lot more detailed than what Singaporeans learned in school. Interactive exhibits.  A highlight was to be in the room where the signatures for British surrender of Singapore to Japan.  Not great: Not easy to get to by public transport.  Verdict: If you're a history buff looking for a little more oomph, the is good. Otherwise, go once just to understand a little more of what happened then.",4,61,6
290,"Located within a 5-10min walk from the newly openly Hume MRT station (DTL), this is easily a good visit to take in some historical knowledge or a visit to remind us of post, during and pre war world II. No ticketing required for Singaporeans and PR, just have to show them some identification such as Singpass or IC.  The exhibition is neatly organised from pre/during and post world war II, with archives and summarised description easily understood. Depending on how much time you spend to look on each items/archives, a round look could take anywhere 30 minutes to as much as a few hours. Toilets are also very clean in this facility. In addition, staff behind the counter was very helpful, kind and direct us to the respective exhibits.",5,61,1
291,"Singapore City Gallery is a must-visit destination for anyone interested in understanding the vision and evolution of Singapore’s urban landscape. As a city planning museum, it offers an engaging, educational, and interactive experience that brings the intricacies of Singapore’s development to life.  At the heart of the gallery is an impressive collection of exhibits that showcase the planning, design, and transformation of the city. Detailed models, high-resolution maps, and dynamic digital displays illustrate how Singapore’s urban planners have masterfully integrated elements of sustainability, functionality, and aesthetics over the decades. The gallery does a commendable job of breaking down complex urban planning concepts into accessible stories, ensuring that visitors with varying levels of knowledge can appreciate the city’s development journey.  One of the standout features of Singapore City Gallery is its interactive setup. Visitors can engage with touch screens and digital simulations that allow for a hands-on exploration of city planning challenges and solutions. This interactive approach not only makes the learning experience enjoyable but also provides insight into the thoughtful decision-making processes behind the city’s continuous evolution.",5,62,1
292,This free gallery is such an important facet in understanding how Singapore developed over the years. If you are curious about how Singapore became such a massive major metropolitan this place is worth the visit. There is so much information provided here that you could easily spend the whole day soaking it all up and come away with a greater understanding of how Singapore came to be.,5,62,2
293,"This is an underrated free thing to do in Singapore, especially if you're an engineer, interested in city planning, and history buffs. This place is really interesting! You can learn some cool stuff about how Singapore came to be, see how efficient it is, and even peek at its plans for the future.",5,62,3
294,"This was a fun, free, and educational experience right across a hawker. See the history of how Singapore grew from a simple Marsh land to a giant city state with ambitious goals for the future. The models and maps were amazing for a nerd like me.",5,62,4
295,Really interesting to see how Singapore was established and planned as a city. Plenty of interactive displays so kids were engaged and really enjoyed the miniature of Singapore. Well worth a visit particularly on a hot or rainy day and also free entrance.,4,62,5
296,"Small museum and chapel in quiet suburbia near the airport. We traveled by train and bus from Little India. A bus stop is conveniently located in front of museum.  We booked in advance online a tour guide (a must). The tour went for an hour and our tour guide Karen was very professional and engaging throughout our time with her.  The museum is laid out very well and has a lot of information and displays to see. Very educational information to read and watch. A sobering morning learning about the conditions of the POWs and civilians incarcerated during this time. Our guide also spoke about the prisoners order to leave Changi to go to work on the Burma Railway.  There isn’t much to see outside of the museum - a few sign boards. There is a cafe on site (next to museum), serving lunch and also beers.",5,63,4
297,It's a very low key war memorial. The facility was great with a small museum. There is a robot guide with takes you through which is great. There is a water fountain and a locker.  There is a Cafe there which was closed at the moment. You can get there by a public bus easily and is not far from the airport. I found the facility not showing the reality of the history unfortunately. The entry is $8 for adults and $5 for kids.,4,63,5
298,The museum is small but it is jam packed with information. It took us about an hour to work our way through.  If you are lucky enough they have a little robot who guides you through the museum - which gives a more personal perspective in comparison to the displays in the museum.  Easy to get to via public transport from the city.,5,63,6
299,A interesting place to visit. But the exhibition curating can improve a bit: too much text and touch to read rather than to experience….,4,63,1
300,Well worth a visit if you're into history and culture. It was a very moving experience,4,63,2
301,Small but impactful 5-floor exhibition on toys from so many perspectives. I appreciate the effort to make the experience interactive and memorable. Highly recommend for anyone who want to heal their inner child. I had so much fun.,5,64,3
302,"Honestly I went down without any high expectations but this museum of toys surprised me. My kids loved that there was at least one activity on every level (6 levels, including at rooftop). The museum is well maintained and clean. I had no issues for my kids to sit around, yes even on the floor. But do note that the entrance ticket is abit pricey, imo. It is $30 for every adult. Senior above 65 pays $20 and kids below 6 enter for free.",5,64,4
303,"Very nostalgic and peaceful! There were some interactive sections, fun for kids and adults.",4,64,5
304,"Very disappointed, to say the least. Tiny and strangely selected display of some, just some toys, very foreigner-unfriendly payment system, excessive entry price totally unrelated to exhibition size and quality. Not recommended to visit, unless you maybe are writing a scientific thesis on toy-related subject.",1,64,6
305,"Visited MINT to watch a screening of ""Buck Rogers in the 25th Century"", a vintage scifi film I've always known about but was never able to track down and watch. The Museum curated a collection of toys and memorabilia from the era which paired really well with the look and feel of the movie itself. The ambience at MINT is exceptional and the Museum exhibitions bear all the marks of something hand-picked and scrutinised with excellent attention to detail.  The room where the movie was screened was spacious yet cozy, with very comfortable seating and cool air-conditioning throughout the space. It felt unique from the experience of a regular movie theatre, since the room doesn't get as dark it feels more like a communal viewing experience to be shared with friends and family, and you're able to glance around the displays within the room (which were curated to match the movie) if ever you find your eyes or attention wandering.  Overall my trip to the MINT museum was an extremely enjoyable one, the space is lovely and extremely well cared for. It's definitely surprising the value they are able to squeeze out of the space they occupy, it is not only comparable to larger exhibitions at larger venues, I'd argue it is greater in value because of the density and attention they provide towards their displays. There isn't any inch wasted with hastily installed attractions, every little detail is meticulously thought of, and you feel that detail instantly when you begin exploring the spaces.  Definitely would recommend other Singaporeans to visit and take note of this very unique part of our local arts/entertainment scene. And tourists should also take the time to visit, you might be surprised at some of the artifacts that reside in Singapore.",5,64,1
306,"Passed by the Lim Bo Seng Memorial in Esplanade Park today, a poignant reminder of the courage and sacrifice of Major-General Lim Bo Seng during WWII. This memorial honors his bravery in resisting the Japanese Occupation and his dedication to Singapore's freedom. A peaceful spot to reflect on the legacy of our war heroes.",5,65,3
307,"Lim Bo Seng Memorial - A dedicated tribute to Lim Bo Seng, who died during the Japanese Occupation period in 1944. He was held captive by the Japanese Secret Police in Ipoh after a spy identified him as a member of the resistance army.  Designed by Ng Keng Siang, one of Singapore's pioneer local architects to graduate from London, the memorial occupies a site measuring 100 ft by 80 ft (30 m by 24 m), which was donated by the government.  The construction cost of $50,000 was funded by donations from the Chinese community. The memorial takes the form of a 3.6-metre-high octagonal pagoda made of bronze, concrete and marble. A bronze three-tier roof caps the pagoda, while four bronze lions stand guard at the base. Four bronze plaques placed around the pagoda give an account of Lim’s life in English, Chinese, Tamil and Jawi (Malay). On 28 December 2010, the Lim Bo Seng Memorial was gazetted as a national monument.  In 1946, the Lim Bo Seng Memorial Committee, which included representatives from the Chinese Nationalist government, was established to raise funds for the construction of a public memorial dedicated to Lim. The colonial government rejected the committee’s proposal to build a memorial park around his grave, but granted permission for a memorial to be built at the Esplanade. The British Commissioner-General for Southeast Asia at the time, Malcolm MacDonald, laid the foundation stone for the structure on 3 November 1953. The completed memorial was unveiled on 29 June 1954 by Charles Loewen, then commander-in-chief of the Far East Land Forces.  To note: After the war, Lim’s remains were disinterred from the jail in December 1945 and reburied in Singapore on 13 January 1946, on a hill overlooking MacRitchie Reservoir. In February 1946, the Chinese Nationalist government posthumously awarded him the rank of major-general.",5,65,4
308,"As part of the WWII monument walk, this one certainly is a pretty stop. The structure itself is beautiful and in a scenic location.",4,65,5
309,"A nice place for picnic and chill in the middle of the city, but many people smoke in the park and leave leftovers on the floor. That annoy me.",3,65,6
310,"Cool to read and learn about Singapore history. Especially, this general from World War II.",5,65,1
311,"We had a fantastic day at Universal Studios Singapore! I visited with my family and our two kids, and it was truly a memorable experience for all of us. The park is well-organized, clean, and full of exciting attractions suitable for both kids and adults.  Our children especially loved the themed rides and character meet-and-greets — seeing their favorite movie characters come to life was a real highlight! The staff were friendly, helpful, and made sure everything ran smoothly.  We also appreciated the shaded areas and rest spots, which made it easy to take breaks throughout the day. There were plenty of food options, and the park was very family-friendly overall.  Highly recommended for families looking to spend a fun-filled day together. We’ll definitely be coming back again!",5,66,4
312,Nice experience with family. Needs a full day to explore the park. Be prepared for long waiting times sometimes up to 2 hours for a single ride. Buy the express pass if you can afford it. Food is good and reasonably priced compared to other such theme parks. We liked the one in Oasis cafe in the Egyptian section.,5,66,5
313,"What an amazing theme park. Universal Singapore may be small, but it has so much packed within it. You could easily spend the whole day here and still not manage to do and see it all. This place is fun for the whole family. There are roller coasters, thrill rides, and shows that make the whole experience worthwhile.",5,66,6
314,"Dreamy location if you are in Singapore, a must-visit place. A fun, enjoyable, and exciting day you are going to experience here if you are visiting. One full day is required here.  You have to buy passes in advance. Also, if you can install their application and check the wait time for each activity. For kids, adults, they have a Range of activities. They have introduced Minion Land and kids just love this.  The best ride is Transformers and The Mummy. They also have food stalls available. The Jurassic Park ride is just awesome. Pls bring a raincoat if you are planning for the Jurassic Park ride. Express pass is not required if you are visiting jn off off-season. On Sunday, they have parade.",5,66,1
315,A very good Theme Park to bring your kids. However authority should take necessary measures to limit the number of guests inside the Studio as currently you have to wait 45-120 minutes just for a 2/3 minutes ride. As a result people can not enjoy all the ride and can not roam around the park freely.,2,66,2
316,"This is a very good place to take the kids and keep them busy throughout the day. There are a variety of things to do. Lots of activities to keep them interested. They can choose what they like and spend time there.  My kids didn't want to leave. Very well maintained.  Only we wasted time with the book with questions and answers as the answers were in a corridor and not finding answers through practicals (which we assumed it would be).  Nevertheless, the kids had a ball and definitely wanted to go there again.",5,67,3
